Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3204288482666,24.789797903918426,23.879977645896325,24.778674738802675,212818400
2015-01-05,23.635290145874023,24.169169980365208,23.44843313723857,24.089087920333668,257142000
2015-01-06,23.637514114379883,23.89777994984248,23.274919886548112,23.699799781277893,263188400
2015-01-07,23.968957901000977,24.06905959852298,23.73538501057401,23.846609873223667,160423600
2015-01-08,24.889904022216797,24.947741436209547,24.180288730141065,24.298188530976255,237458000
2015-01-09,24.916593551635742,25.192430728559142,24.516183377749616,25.063409483956207,214798000
2015-01-12,24.30263328552246,25.05451277070223,24.202531584719402,25.0478395502696,198603200
2015-01-13,24.51841163635254,25.092332396793072,24.227003007895863,24.787575629313356,268367600
2015-01-14,24.42498016357422,24.578469317744926,24.135794846003666,24.255917899587278,195826400
2015-01-15,23.762081146240234,24.482817828251918,23.726490070380766,24.46947138694922,240056000
2015-01-16,23.57744789123535,23.931143866715107,23.401712389817426,23.80879582865299,314053200
2015-01-20,24.184738159179688,24.240350599134697,23.690899420834086,23.988981284357585,199599600
2015-01-21,24.369367599487305,24.705265456038767,24.08463053117008,24.235896409243704,194303600
2015-01-22,25.003353118896484,25.018924534057916,24.407187700040755,24.52731077292478,215185600
2015-01-23,25.132369995117188,25.303655531969277,24.809816884327752,24.98110411833651,185859200
2015-01-26,25.159072875976562,25.439360108487552,25.09233895205503,25.301440616931306,222460000
2015-01-27,24.278160095214844,25.021142974909573,24.25369049246955,25.007794838857986,382274800
2015-01-28,25.65068817138672,26.27577331892946,25.65068817138672,26.166771685302407,585908400
2015-01-29,26.449277877807617,26.51378851448689,25.706294766705827,25.875357066377134,337745600
2015-01-30,26.06220817565918,26.693964521362957,25.993247613245867,26.33804533384276,334982000
2015-02-02,26.389211654663086,26.509334716144085,25.821965844352427,26.260192097211768,250956400
2015-02-03,26.393659591674805,26.49153631431275,26.162311679441768,26.360291794276034,207662800
2015-02-04,26.596094131469727,26.807422432641452,26.31803191715725,26.360297916823008,280598800
2015-02-05,26.785919189453125,26.850684413148844,26.631822563975213,26.803784106725747,168984800
2015-02-06,26.56036376953125,26.85515626915488,26.453165722461225,26.80379014780035,174826400
2015-02-09,26.736787796020508,26.76358602482178,26.448694909423025,26.475494842079126,155559200
2015-02-10,27.25044822692871,27.27948192161642,26.835060226400515,26.8372922768724,248034000
2015-02-11,27.889162063598633,27.89809537590141,27.35764276049682,27.41794048872167,294247200
2015-02-12,28.242019653320312,28.469814852734082,28.04325814425922,28.15268823597874,297898000
2015-02-13,28.38047981262207,28.42514466366385,28.061121186494265,28.42514466366385,217088800
2015-02-17,28.547977447509766,28.782472190621913,28.344748442965244,28.47204515109199,252609600
2015-02-18,28.746740341186523,28.76013945726517,28.463113222584848,28.50331227467583,179566800
2015-02-19,28.686439514160156,28.815969976129388,28.659641283307874,28.693139071873226,149449600
2015-02-20,28.92093849182129,28.92093849182129,28.59711399333912,28.724409016235786,195793600
2015-02-23,29.702577590942383,29.702577590942383,28.956664054253213,29.037062144943093,283896400
2015-02-24,29.517221450805664,29.836581831118046,29.293893752691638,29.68918473251233,276912400
2015-02-25,28.76236915588379,29.389922771844976,28.619439583213403,29.380987756716305,298846800
2015-02-26,29.126401901245117,29.226898697387202,28.27552380208572,28.76237661383261,365150000
2015-02-27,28.688676834106445,29.15989840086983,28.63954446921471,29.03259998063847,248059200
2015-03-02,28.829368591308594,29.095129068348655,28.652941228409233,28.865101836964875,192386800
2015-03-03,28.88966178894043,28.925395026892826,28.606034750220626,28.80033210176857,151265200
2015-03-04,28.7065372467041,28.934332424614354,28.657408294321318,28.831603604573328,126665200
2015-03-05,28.230852127075195,28.75343806710463,28.085688798004263,28.715472771397522,226068400
2015-03-06,28.273284912109375,28.89190185712468,28.19735431616849,28.67527372751503,291368400
2015-03-09,28.39388084411621,28.936568873655904,27.929358864959124,28.577009471918817,354114000
2015-03-10,27.80653190612793,28.41174975782724,27.647969446430036,28.2308548693003,275426400
2015-03-11,27.29957389831543,27.864592630686776,27.270541914608945,27.860126826983816,275756000
2015-03-12,27.793132781982422,27.893631273629303,27.163348708978422,27.315211619681417,193450800
2015-03-13,27.60106658935547,28.005290840517024,27.375506863940092,27.78196316508045,207309200
2015-03-16,27.904794692993164,27.904794692993164,27.440274384249296,27.66583412848828,143497200
2015-03-17,28.371553421020508,28.434084909271395,28.061128030164138,28.11695995951032,204092400
2015-03-18,28.69090461730957,28.845001247215315,28.221916874295566,28.36261268604332,261083600
2015-03-19,28.474271774291992,28.86509511237051,28.451939352886985,28.753431301490934,183238000
2015-03-20,28.116962432861328,28.675280071581174,27.951700384538565,28.64178227411099,274780400
2015-03-23,28.40951156616211,28.552441132968255,28.255414934758203,28.38941289451195,150838800
2015-03-24,28.29338836669922,28.594878733147056,28.264354673684,28.41398553559149,131369200
2015-03-25,27.554170608520508,28.322418430487524,27.554170608520508,28.259886948021393,206620800
2015-03-26,27.746225357055664,27.889154909525836,27.379968165869016,27.415701405913893,190291600
2015-03-27,27.525142669677734,27.84896719601415,27.44921205947402,27.819935204557797,158184800
2015-03-30,28.22191047668457,28.228610032317437,27.69262343158048,27.70379049353821,188398800
2015-03-31,27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400
2015-04-01,27.748470306396484,27.942766043861393,27.49164307747768,27.875767043672017,162485600
2015-04-02,27.987428665161133,28.041026838704045,27.735068965202007,27.92266342452981,128880400
2015-04-06,28.440778732299805,28.476511977725288,27.766329911515612,27.79759564933545,148776000
2015-04-07,28.141523361206055,28.612743230731876,28.13482380296402,28.505546891149116,140049200
2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800
2015-04-09,28.26435089111328,28.26881839891246,27.840029658360844,28.105788441342266,129936000
2015-04-10,28.384944915771484,28.409511094394738,27.974022843991282,28.128117768981454,160752000
2015-04-13,28.32910919189453,28.713234687452832,28.275511038403536,28.668566435810277,145460400
2015-04-14,28.206287384033203,28.427381315785674,28.119189722922986,28.36261608247333,102098400
2015-04-15,28.31348419189453,28.39164854242009,28.141522620738304,28.23085403727682,115881600
2015-04-16,28.17725944519043,28.384954303424124,28.163860326548054,28.20182563193837,113476000
2015-04-17,27.86013412475586,28.17055953099982,27.79536887904128,28.038796989061964,207828000
2015-04-20,28.49660873413086,28.612738366244688,27.9539224586725,28.04325386237419,188217200
2015-04-21,28.342519760131836,28.630610999180256,28.288919884343844,28.608280273384672,129740400
2015-04-22,28.72440528869629,28.78023720904142,28.21075264383407,28.360381781433826,150618000
2015-04-23,28.958904266357422,29.126400051862642,28.617213136543608,28.65294638863524,183083600
2015-04-24,29.09512710571289,29.173293149349522,28.860632382512645,29.142027413436796,178103600
2015-04-27,29.624414443969727,29.731614180501488,29.289422934655136,29.548483853042118,387816800
2015-04-28,29.157657623291016,30.046500721757408,28.936565429325913,30.028637508428723,475696000
2015-04-29,28.728870391845703,29.38768631523267,28.652939804382193,29.068329393289822,253544400
2015-04-30,27.949459075927734,28.728872190424035,27.82216236838046,28.728872190424035,332781600
2015-05-01,28.79810333251953,29.06163176398269,27.982958672716148,28.161619792405876,234050400
2015-05-04,28.742271423339844,29.15989649766207,28.644006699969907,28.920934246947915,203953200
2015-05-05,28.094623565673828,28.686440570180817,28.090156057797344,28.619441582873787,197085600
2015-05-06,27.918195724487305,28.306785438036545,27.54970468570634,28.264352630607828,288564000
2015-05-07,28.09087371826172,28.27476727952215,27.812789436572668,27.98098482959033,175763600
2015-05-08,28.620126724243164,28.620126724243164,28.281492877176024,28.40932129864255,222201600
2015-05-11,28.328590393066406,28.606672974255993,28.173850078151617,28.568549094369533,168143200
2015-05-12,28.227672576904297,28.454174472680343,27.992198343941556,28.167121277698104,192640000
2015-05-13,28.259065628051758,28.523693082220305,28.22766929543615,28.290461960667365,138776800
2015-05-14,28.918394088745117,28.918394088745117,28.51696925361795,28.57303438501216,180814000
2015-05-15,28.878032684326172,29.039500558010683,28.752447320781446,28.945311535352136,152832000
2015-05-18,29.19647216796875,29.3153299475111,28.786075082741206,28.790561250443744,203531600
2015-05-19,29.169570922851562,29.351221417987176,29.0731371084552,29.308611366645366,178532800
2015-05-20,29.167325973510742,29.373645264548497,29.005858107143048,29.153870888304162,145819600
2015-05-21,29.465591430664062,29.519415190733618,29.11574554507242,29.169569305141973,158921600
2015-05-22,29.72348976135254,29.81992357067761,29.467832888690626,29.51268773318277,182384000
2015-05-26,29.068655014038086,29.8064742316604,28.95652472508167,29.7369540000186,282790400
2015-05-27,29.61136245727539,29.660700053598696,29.165086138638944,29.23012019454992,183332800
2015-05-28,29.553054809570312,29.59117869218456,29.400559279113327,29.570996064084852,122933200
2015-05-29,29.216665267944336,29.47904971057925,29.131445160749482,29.42971211398692,203538000
2015-06-01,29.274967193603516,29.46559000710588,29.16508172727694,29.216660689469904,128451200
2015-06-02,29.1449031829834,29.30188488682264,29.001376564909734,29.122475758744436,134670400
2015-06-03,29.1807804107666,29.364675696358162,29.13144281814176,29.301883018825503,123934000
2015-06-04,29.01034164428711,29.283939758480475,28.909425092448846,29.059679233531426,153800400
2015-06-05,28.85111427307129,29.08434712808918,28.786080228504034,29.041737082156455,142507200
2015-06-08,28.660503387451172,28.976711632906675,28.442970346700502,28.9071879772683,210699200
2015-06-09,28.575281143188477,28.723293939227787,28.171613147664846,28.413813260590086,224301600
2015-06-10,28.902698516845703,29.005856445482788,28.671708731208312,28.68740690004075,156349200
2015-06-11,28.83765411376953,29.194227453376502,28.812985324252757,28.96996697483979,141563600
