Price,Close
Ticker,MSFT
Date,
2020-05-07,175.73802185058594
2020-05-08,176.7717742919922
2020-05-11,178.74354553222656
2020-05-12,174.69464111328125
2020-05-13,172.05288696289062
2020-05-14,172.79946899414062
2020-05-15,175.3168487548828
2020-05-18,176.9918975830078
2020-05-19,175.76673889160156
2020-05-20,178.20474243164062
2020-05-21,176.0642852783203
2020-05-22,176.14108276367188
2020-05-26,174.27896118164062
2020-05-27,174.50936889648438
2020-05-28,174.1157989501953
2020-05-29,175.89149475097656
2020-06-01,175.48837280273438
2020-06-02,177.48484802246094
2020-06-03,177.9167938232422
2020-06-04,175.5747528076172
2020-06-05,179.68287658691406
2020-06-08,180.79632568359375
2020-06-09,182.1785125732422
2020-06-10,188.93580627441406
2020-06-11,178.7902374267578
2020-06-12,180.2012176513672
2020-06-15,181.35302734375
2020-06-16,185.79710388183594
2020-06-17,186.44017028808594
2020-06-18,188.4366912841797
2020-06-19,187.31362915039062
2020-06-22,192.51602172851562
2020-06-23,193.8022003173828
2020-06-24,189.89561462402344
2020-06-25,192.29522705078125
2020-06-26,188.44630432128906
2020-06-29,190.47152709960938
2020-06-30,195.33795166015625
2020-07-01,196.48016357421875
2020-07-02,197.9775390625
2020-07-06,202.23927307128906
2020-07-07,199.88760375976562
2020-07-08,204.28372192382812
2020-07-09,205.71388244628906
2020-07-10,205.0900115966797
2020-07-13,198.75503540039062
2020-07-14,199.98361206054688
2020-07-15,199.68605041503906
2020-07-16,195.7314910888672
2020-07-17,194.7332763671875
2020-07-20,203.10311889648438
2020-07-21,200.36753845214844
2020-07-22,203.24710083007812
2020-07-23,194.40692138671875
2020-07-24,193.2167205810547
2020-07-27,195.664306640625
2020-07-28,193.90780639648438
2020-07-29,195.86587524414062
2020-07-30,195.71226501464844
2020-07-31,196.77772521972656
2020-08-03,207.8447265625
2020-08-04,204.72520446777344
2020-08-05,204.3892822265625
2020-08-06,207.662353515625
2020-08-07,203.94776916503906
2020-08-10,199.88760375976562
2020-08-11,195.21315002441406
2020-08-12,200.78990173339844
2020-08-13,200.3195343017578
2020-08-14,200.51150512695312
2020-08-17,201.8361053466797
2020-08-18,202.99752807617188
2020-08-19,201.7659454345703
2020-08-20,206.46133422851562
2020-08-21,204.96034240722656
2020-08-24,205.60496520996094
2020-08-25,208.27980041503906
2020-08-26,212.78268432617188
2020-08-27,218.00729370117188
2020-08-28,220.2491455078125
2020-08-31,216.99696350097656
2020-09-01,218.6711883544922
2020-09-02,222.88546752929688
2020-09-03,209.0784149169922
2020-09-04,206.14381408691406
2020-09-08,194.9923095703125
2020-09-09,203.2957763671875
2020-09-10,197.59974670410156
2020-09-11,196.31048583984375
2020-09-14,197.6382598876953
2020-09-15,200.8807830810547
2020-09-16,197.29190063476562
2020-09-17,195.23284912109375
2020-09-18,192.80819702148438
2020-09-21,194.8768310546875
2020-09-22,199.5722198486328
2020-09-23,193.00062561035156
2020-09-24,195.50225830078125
2020-09-25,199.9570770263672
2020-09-28,201.51580810546875
2020-09-29,199.41827392578125
2020-09-30,202.37213134765625
2020-10-01,204.42156982421875
2020-10-02,198.38876342773438
2020-10-05,202.4202423095703
2020-10-06,198.119384765625
2020-10-07,201.89100646972656
2020-10-08,202.61265563964844
2020-10-09,207.64480590820312
2020-10-12,213.02328491210938
2020-10-13,214.42807006835938
2020-10-14,212.50372314453125
2020-10-15,211.34912109375
2020-10-16,211.34912109375
2020-10-19,206.1149444580078
2020-10-20,206.5286407470703
2020-10-21,206.67298889160156
2020-10-22,206.7595672607422
2020-10-23,208.04891967773438
2020-10-26,202.13157653808594
2020-10-27,205.181640625
2020-10-28,195.0115509033203
2020-10-29,196.97438049316406
2020-10-30,194.80950927734375
2020-11-02,194.67478942871094
2020-11-03,198.6196746826172
2020-11-04,208.2028350830078
2020-11-05,214.8417510986328
2020-11-06,215.2554473876953
2020-11-09,210.127197265625
2020-11-10,203.02638244628906
2020-11-11,208.35678100585938
2020-11-12,207.28880310058594
2020-11-13,208.31826782226562
2020-11-16,209.01109313964844
2020-11-17,206.3459014892578
2020-11-18,203.62545776367188
2020-11-19,204.91812133789062
2020-11-20,202.95980834960938
2020-11-23,202.68971252441406
2020-11-24,206.30728149414062
2020-11-25,206.31692504882812
2020-11-27,207.62887573242188
2020-11-30,206.5098876953125
2020-12-01,208.5742950439453
2020-12-02,207.7639617919922
2020-12-03,206.67384338378906
2020-12-04,206.7896270751953
2020-12-07,206.72207641601562
2020-12-08,208.38131713867188
2020-12-09,204.32005310058594
2020-12-10,203.085205078125
2020-12-11,205.72848510742188
2020-12-14,206.63528442382812
2020-12-15,206.56776428222656
2020-12-16,211.5358428955078
2020-12-17,211.6709442138672
2020-12-18,210.8701934814453
2020-12-21,214.72898864746094
2020-12-22,216.0312957763672
2020-12-23,213.2144012451172
2020-12-24,214.88333129882812
2020-12-28,217.0153045654297
2020-12-29,216.23382568359375
2020-12-30,213.85107421875
2020-12-31,214.56495666503906
2021-01-04,210.0019989013672
2021-01-05,210.20460510253906
2021-01-06,204.75416564941406
2021-01-07,210.58082580566406
2021-01-08,211.86383056640625
2021-01-11,209.80908203125
2021-01-12,207.33950805664062
2021-01-13,208.69970703125
2021-01-14,205.49696350097656
2021-01-15,205.13998413085938
2021-01-19,208.79612731933594
2021-01-20,216.4171600341797
2021-01-21,217.02490234375
2021-01-22,217.9702911376953
2021-01-25,221.4238739013672
2021-01-26,224.12501525878906
2021-01-27,224.67486572265625
2021-01-28,230.49188232421875
2021-01-29,223.76805114746094
2021-02-01,231.18646240234375
2021-02-02,231.05142211914062
2021-02-03,234.41818237304688
2021-02-04,233.46311950683594
2021-02-05,233.64639282226562
2021-02-08,233.9068603515625
2021-02-09,235.16094970703125
2021-02-10,234.24452209472656
2021-02-11,235.85557556152344
2021-02-12,236.337890625
2021-02-16,235.0934295654297
2021-02-17,236.1183319091797
2021-02-18,235.721923828125
2021-02-19,232.99525451660156
2021-02-22,226.74903869628906
2021-02-23,225.5500946044922
2021-02-24,226.78770446777344
2021-02-25,221.41172790527344
2021-02-26,224.68955993652344
2021-03-01,229.09860229492188
2021-03-02,226.1302032470703
2021-03-03,220.02902221679688
2021-03-04,219.2264862060547
2021-03-05,223.93533325195312
2021-03-08,219.8646697998047
2021-03-09,226.0431671142578
2021-03-10,224.7281951904297
2021-03-11,229.2823486328125
2021-03-12,227.94798278808594
2021-03-15,227.0391082763672
2021-03-16,229.8431396484375
2021-03-17,229.1952667236328
2021-03-18,223.08445739746094
2021-03-19,222.72671508789062
2021-03-22,228.18008422851562
2021-03-23,229.71743774414062
2021-03-24,227.6676025390625
2021-03-25,224.65087890625
2021-03-26,228.6538543701172
2021-03-29,227.4548797607422
2021-03-30,224.17706298828125
2021-03-31,227.96734619140625
2021-04-01,234.32960510253906
2021-04-05,240.8271942138672
2021-04-06,239.65719604492188
2021-04-07,241.62973022460938
2021-04-08,244.86883544921875
2021-04-09,247.3828125
2021-04-12,247.44082641601562
2021-04-13,249.93544006347656
2021-04-14,247.1314239501953
2021-04-15,250.9119415283203
2021-04-16,252.1109161376953
2021-04-19,250.17718505859375
2021-04-20,249.71304321289062
2021-04-21,251.9562225341797
2021-04-22,248.65911865234375
2021-04-23,252.5074005126953
2021-04-26,252.8941650390625
2021-04-27,253.30026245117188
2021-04-28,246.13551330566406
2021-04-29,244.15333557128906
2021-04-30,243.83424377441406
2021-05-03,243.52484130859375
2021-05-04,239.58950805664062
2021-05-05,238.31326293945312
2021-05-06,241.46534729003906
2021-05-07,244.10498046875
2021-05-10,238.9997100830078
2021-05-11,238.08116149902344
2021-05-12,231.0904541015625
2021-05-13,234.98709106445312
2021-05-14,239.93760681152344
2021-05-17,237.06593322753906
2021-05-18,235.035400390625
2021-05-19,235.61688232421875
2021-05-20,238.8731689453125
2021-05-21,237.60365295410156
2021-05-24,243.04049682617188
2021-05-25,243.95147705078125
2021-05-26,243.7285919189453
2021-05-27,241.6158905029297
2021-05-28,241.97445678710938
2021-06-01,239.76483154296875
2021-06-02,239.66790771484375
2021-06-03,238.12696838378906
2021-06-04,243.05018615722656
2021-06-07,245.97702026367188
2021-06-08,244.77528381347656
2021-06-09,245.7637939453125
2021-06-10,249.30108642578125
2021-06-11,249.9311065673828
2021-06-14,251.86940002441406
2021-06-15,250.3865509033203
2021-06-16,249.4368133544922
2021-06-17,252.84817504882812
2021-06-18,251.4235382080078
2021-06-21,254.52484130859375
2021-06-22,257.31591796875
2021-06-23,257.08331298828125
2021-06-24,258.45947265625
2021-06-25,256.84100341796875
2021-06-28,260.4267883300781
2021-06-29,263.02410888671875
2021-06-30,262.53955078125
2021-07-01,263.21795654296875
2021-07-02,269.08123779296875
2021-07-06,269.0909118652344
2021-07-07,271.29095458984375
2021-07-08,268.8583679199219
2021-07-09,269.3623352050781
2021-07-12,268.761474609375
2021-07-13,272.3085021972656
2021-07-14,273.7912292480469
2021-07-15,272.35687255859375
2021-07-16,272.0855712890625
2021-07-19,268.4610595703125
2021-07-20,270.6996765136719
2021-07-21,272.715576171875
2021-07-22,277.30926513671875
2021-07-23,280.7303161621094
2021-07-26,280.1294250488281
2021-07-27,277.69683837890625
2021-07-28,277.3867492675781
2021-07-29,277.6581726074219
2021-07-30,276.1172180175781
2021-08-02,276.030029296875
2021-08-03,278.259033203125
2021-08-04,277.66778564453125
2021-08-05,280.5848693847656
2021-08-06,280.5267333984375
2021-08-09,279.43157958984375
2021-08-10,277.5999755859375
2021-08-11,278.09429931640625
2021-08-12,280.86590576171875
2021-08-13,283.8121643066406
2021-08-16,285.5081481933594
2021-08-17,284.0349426269531
2021-08-18,282.2969665527344
2021-08-19,288.1617431640625
2021-08-20,295.5315856933594
2021-08-23,295.8132019042969
2021-08-24,293.8420715332031
2021-08-25,293.2497863769531
2021-08-26,290.41448974609375
2021-08-27,291.0262451171875
2021-08-30,294.7839660644531
2021-08-31,293.1235046386719
2021-09-01,293.07501220703125
2021-09-02,292.41473388671875
2021-09-03,292.4050598144531
2021-09-07,291.4728698730469
2021-09-08,291.5019836425781
2021-09-09,288.6278076171875
2021-09-10,287.13250732421875
2021-09-13,288.3753662109375
2021-09-14,291.09417724609375
2021-09-15,295.978271484375
2021-09-16,296.36669921875
2021-09-17,291.17181396484375
2021-09-20,285.763427734375
2021-09-21,286.2489318847656
2021-09-22,289.9192199707031
2021-09-23,290.870849609375
2021-09-24,290.6669616699219
2021-09-27,285.6371765136719
2021-09-28,275.2960205078125
2021-09-29,275.76214599609375
2021-09-30,273.74249267578125
2021-10-01,280.7142639160156
2021-10-04,274.89801025390625
2021-10-05,280.38409423828125
2021-10-06,284.6079406738281
2021-10-07,286.2974853515625
2021-10-08,286.2974853515625
2021-10-11,285.6954650878906
2021-10-12,284.3846435546875
2021-10-13,287.715087890625
2021-10-14,293.9682922363281
2021-10-15,295.3859558105469
2021-10-18,298.3766174316406
2021-10-19,299.2894287109375
2021-10-20,298.49310302734375
2021-10-21,301.7459716796875
2021-10-22,300.1924133300781
2021-10-25,299.1922912597656
2021-10-26,301.1148376464844
2021-10-27,313.7959899902344
2021-10-28,314.9417724609375
2021-10-29,322.0008544921875
2021-11-01,319.8161926269531
2021-11-02,323.4671936035156
2021-11-03,324.3118896484375
2021-11-04,326.68109130859375
2021-11-05,326.3121337890625
2021-11-08,327.21514892578125
2021-11-09,326.205322265625
2021-11-10,321.2046813964844
2021-11-11,322.787353515625
2021-11-12,326.9529724121094
2021-11-15,326.3218688964844
2021-11-16,329.6620178222656
2021-11-17,329.88580322265625
2021-11-18,331.9772644042969
2021-11-19,333.76708984375
2021-11-22,330.5763854980469
2021-11-23,328.4849853515625
2021-11-24,328.708740234375
2021-11-26,320.70281982421875
2021-11-29,327.4635925292969
2021-11-30,321.58807373046875
2021-12-01,321.09197998046875
2021-12-02,320.51800537109375
2021-12-03,314.21441650390625
2021-12-06,317.3078918457031
2021-12-07,325.80010986328125
2021-12-08,325.8487854003906
2021-12-09,324.0297546386719
2021-12-10,333.21258544921875
2021-12-13,330.1580810546875
2021-12-14,319.3993225097656
2021-12-15,325.5374755859375
2021-12-16,316.052978515625
2021-12-17,314.98291015625
2021-12-20,311.1988830566406
2021-12-21,318.3779296875
2021-12-22,324.12701416015625
2021-12-23,325.5764465332031
2021-12-27,333.1251525878906
2021-12-28,331.957763671875
2021-12-29,332.63873291015625
2021-12-30,330.0803527832031
