Price,Close
Ticker,AAPL
Date,
2020-05-07,73.7113265991211
2020-05-08,75.46578979492188
2020-05-11,76.65326690673828
2020-05-12,75.7772445678711
2020-05-13,74.86229705810547
2020-05-14,75.32221984863281
2020-05-15,74.87689208984375
2020-05-18,76.64109802246094
2020-05-19,76.19823455810547
2020-05-20,77.68011474609375
2020-05-21,77.10099792480469
2020-05-22,77.5973892211914
2020-05-26,77.0718002319336
2020-05-27,77.4075927734375
2020-05-28,77.44166564941406
2020-05-29,77.36622619628906
2020-06-01,78.31768035888672
2020-06-02,78.68023681640625
2020-06-03,79.11338806152344
2020-06-04,78.43203735351562
2020-06-05,80.6658706665039
2020-06-08,81.14281463623047
2020-06-09,83.70514678955078
2020-06-10,85.85865020751953
2020-06-11,81.73653411865234
2020-06-12,82.44222259521484
2020-06-15,83.46179962158203
2020-06-16,85.67373657226562
2020-06-17,85.55448150634766
2020-06-18,85.58857727050781
2020-06-19,85.09944152832031
2020-06-22,87.32598876953125
2020-06-23,89.18993377685547
2020-06-24,87.61553192138672
2020-06-25,88.77870178222656
2020-06-26,86.05088806152344
2020-06-29,88.0340805053711
2020-06-30,88.76895904541016
2020-07-01,88.6010513305664
2020-07-02,88.6010513305664
2020-07-06,90.97114562988281
2020-07-07,90.68888854980469
2020-07-08,92.801025390625
2020-07-09,93.20011901855469
2020-07-10,93.3631362915039
2020-07-13,92.93244171142578
2020-07-14,94.47032165527344
2020-07-15,95.12002563476562
2020-07-16,93.9495849609375
2020-07-17,93.75977325439453
2020-07-20,95.73564910888672
2020-07-21,94.4143295288086
2020-07-22,94.6795883178711
2020-07-23,90.37010955810547
2020-07-24,90.146240234375
2020-07-27,92.2827377319336
2020-07-28,90.76675415039062
2020-07-29,92.50660705566406
2020-07-30,93.6259536743164
2020-07-31,103.42752838134766
2020-08-03,106.03363037109375
2020-08-04,106.74174499511719
2020-08-05,107.12865447998047
2020-08-06,110.86629486083984
2020-08-07,108.34566497802734
2020-08-10,109.92045593261719
2020-08-11,106.65142822265625
2020-08-12,110.19590759277344
2020-08-13,112.14610290527344
2020-08-14,112.0461654663086
2020-08-17,111.75363159179688
2020-08-18,112.6848373413086
2020-08-19,112.82624053955078
2020-08-20,115.32981872558594
2020-08-21,121.2730484008789
2020-08-24,122.72349548339844
2020-08-25,121.7166976928711
2020-08-26,123.3719253540039
2020-08-27,121.89710998535156
2020-08-28,121.69961547851562
2020-08-31,125.82674407958984
2020-09-01,130.8387451171875
2020-09-02,128.12796020507812
2020-09-03,117.86992645263672
2020-09-04,117.94795227050781
2020-09-08,110.0106201171875
2020-09-09,114.39859008789062
2020-09-10,110.6639404296875
2020-09-11,109.21106719970703
2020-09-14,112.48738861083984
2020-09-15,112.66289520263672
2020-09-16,109.33783721923828
2020-09-17,107.59239959716797
2020-09-18,104.17955017089844
2020-09-21,107.33887481689453
2020-09-22,109.02578735351562
2020-09-23,104.45257568359375
2020-09-24,105.52518463134766
2020-09-25,109.48408508300781
2020-09-28,112.09735870361328
2020-09-29,111.24900817871094
2020-09-30,112.92618560791016
2020-10-01,113.88179016113281
2020-10-02,110.20565795898438
2020-10-05,113.59898376464844
2020-10-06,110.34220123291016
2020-10-07,112.2143783569336
2020-10-08,112.10710144042969
2020-10-09,114.05730438232422
2020-10-12,121.30227661132812
2020-10-13,118.08446502685547
2020-10-14,118.17222595214844
2020-10-15,117.70417022705078
2020-10-16,116.05625915527344
2020-10-19,113.09194946289062
2020-10-20,114.5838623046875
2020-10-21,113.95980072021484
2020-10-22,112.86768341064453
2020-10-23,112.17537689208984
2020-10-26,112.18511962890625
2020-10-27,113.69650268554688
2020-10-28,108.43098449707031
2020-10-29,112.44840240478516
2020-10-30,106.1492691040039
2020-11-02,106.06149291992188
2020-11-03,107.68991088867188
2020-11-04,112.08759307861328
2020-11-05,116.0660171508789
2020-11-06,115.93414306640625
2020-11-09,113.61917114257812
2020-11-10,113.27727508544922
2020-11-11,116.71556091308594
2020-11-12,116.44207763671875
2020-11-13,116.49092102050781
2020-11-16,117.50676727294922
2020-11-17,116.61786651611328
2020-11-18,115.28946685791016
2020-11-19,115.88529968261719
2020-11-20,114.615478515625
2020-11-23,111.2065200805664
2020-11-24,112.4958724975586
2020-11-25,113.33590698242188
2020-11-27,113.88289642333984
2020-11-30,116.28579711914062
2020-12-01,119.87056732177734
2020-12-02,120.22222900390625
2020-12-03,120.0854721069336
2020-12-04,119.4114761352539
2020-12-07,120.87665557861328
2020-12-08,121.4920425415039
2020-12-09,118.95238494873047
2020-12-10,120.37849426269531
2020-12-11,119.56775665283203
2020-12-14,118.95238494873047
2020-12-15,124.9107437133789
2020-12-16,124.84239196777344
2020-12-17,125.71174621582031
2020-12-18,123.71908569335938
2020-12-21,125.25261688232422
2020-12-22,128.81787109375
2020-12-23,127.9192886352539
2020-12-24,128.90576171875
2020-12-28,133.51622009277344
2020-12-29,131.7384490966797
2020-12-30,130.6151885986328
2020-12-31,129.60906982421875
2021-01-04,126.40523529052734
2021-01-05,127.96807098388672
2021-01-06,123.66047668457031
2021-01-07,127.88017272949219
2021-01-08,128.98397827148438
2021-01-11,125.9852066040039
2021-01-12,125.80941009521484
2021-01-13,127.85086822509766
